SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,HOA/MONTH,STATUS,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,LATITUDE,LONGITUDE
PAST SALE,November-3-2016,Single Family Residential,3046 NW 72nd St,Seattle,WA,98117,849000,4,1.75,Sunset Hill,2560,5000,1924,113,,Sold,http://www.redfin.com/WA/Seattle/3046-NW-72nd-St-98117/home/165818,NWMLS,1027988,47.681149,-122.397756
PAST SALE,November-11-2016,Single Family Residential,8015 19 Ave NW,Seattle,WA,98117,735000,4,2.5,Loyal Heights,2380,4046,1924,105,,Sold,http://www.redfin.com/WA/Seattle/8015-19th-Ave-NW-98117/home/164450,NWMLS,1010621,47.687337,-122.381353
PAST SALE,January-5-2017,Single Family Residential,8328 9th Ave NW,Seattle,WA,98117,1275000,4,3.25,Crown Hill,3250,4700,2016,50,,Sold,http://www.redfin.com/WA/Seattle/8328-9th-Ave-NW-98117/home/497448,NWMLS,1018655,47.6900667,-122.3680182
PAST SALE,September-23-2016,Single Family Residential,7756 31st Ave NW,Seattle,WA,98117,850000,3,1.75,Sunset Hill,2620,5264,1946,154,,Sold,http://www.redfin.com/WA/Seattle/7756-31st-Ave-NW-98117/home/164234,NWMLS,1012766,47.686597,-122.39662
PAST SALE,September-2-2016,Single Family Residential,8042 18th Ave NW,Seattle,WA,98117,650000,3,1,Loyal Heights,1700,4005,1939,175,,Sold,http://www.redfin.com/WA/Seattle/8042-18th-Ave-NW-98117/home/165198,NWMLS,1005637,47.6881452,-122.3797362
PAST SALE,October-20-2016,Single Family Residential,6536 23rd Ave NW,Seattle,WA,98117,750000,3,1.5,Ballard,1630,5100,1909,127,,Sold,http://www.redfin.com/WA/Seattle/6536-23rd-Ave-NW-98117/home/165166,NWMLS,1025265,47.677002,-122.385031
PAST SALE,November-30-2016,Single Family Residential,9526 6th Ave NW,Seattle,WA,98117,490000,4,1.5,Greenwood,1590,6000,1950,86,,Sold,http://www.redfin.com/WA/Seattle/9526-6th-Ave-NW-98117/home/100756,NWMLS,1039196,47.6985249,-122.363051
PAST SALE,September-29-2016,Single Family Residential,7352 27th Ave NW,Seattle,WA,98117,585000,3,1.75,Loyal Heights,1806,4360,1928,148,,Sold,http://www.redfin.com/WA/Seattle/7352-27th-Ave-NW-98117/home/165905,NWMLS,1005441,47.6828712,-122.3904485
PAST SALE,December-16-2016,Single Family Residential,2847 NW 73rd St,Seattle,WA,98117,535000,3,1,Sunset Hill,1820,3750,1928,70,,Sold,http://www.redfin.com/WA/Seattle/2847-NW-73rd-St-98117/home/163860,NWMLS,1029484,47.6815102,-122.3950885
PAST SALE,September-22-2016,Single Family Residential,7019 Jones Ave NW,Seattle,WA,98117,725000,3,2.5,Ballard,1911,5100,1902,155,,Sold,http://www.redfin.com/WA/Seattle/7019-Jones-Ave-NW-98117/home/163142,NWMLS,1009151,47.6801388,-122.386735
PAST SALE,December-5-2016,Single Family Residential,3008 NW 68th St,Seattle,WA,98117,766000,3,2,Sunset Hill,2400,5000,1924,81,,Sold,http://www.redfin.com/WA/Seattle/3008-NW-68th-St-98117/home/167152,NWMLS,1033683,47.678238,-122.396126
PAST SALE,October-14-2016,Single Family Residential,9027 Dibble Ave NW,Seattle,WA,98117,557000,2,1.5,Greenwood,1700,8304,1945,133,,Sold,http://www.redfin.com/WA/Seattle/9027-Dibble-Ave-NW-98117/home/101093,NWMLS,1022260,47.6950681,-122.3676125
PAST SALE,December-9-2016,Single Family Residential,8050 11th Ave NW,Seattle,WA,98117,1420000,5,3.5,Ballard,3754,5000,2016,77,,Sold,http://www.redfin.com/WA/Seattle/8050-11th-Ave-NW-98117/home/496294,NWMLS,1024213,47.68844,-122.370076
PAST SALE,October-13-2016,Single Family Residential,9003 31st Ave NW,Seattle,WA,98117,750000,3,1.75,North Beach,2120,7990,1954,134,,Sold,http://www.redfin.com/WA/Seattle/9003-31st-Ave-NW-98117/home/166001,NWMLS,1023571,47.6943119,-122.397261
PAST SALE,October-27-2016,Single Family Residential,6548 4th Ave NW,Seattle,WA,98117,760000,3,1.75,Phinney Ridge,1540,5000,1916,120,,Sold,http://www.redfin.com/WA/Seattle/6548-4th-Ave-NW-98117/home/496358,NWMLS,1029503,47.6773742,-122.3612327
PAST SALE,October-27-2016,Single Family Residential,7025 Jones Ave NW,Seattle,WA,98117,837000,3,2.25,Loyal Heights,1820,3825,1985,120,,Sold,http://www.redfin.com/WA/Seattle/7025-Jones-Ave-NW-98117/home/163297,NWMLS,1026752,47.680358,-122.386774
PAST SALE,November-3-2016,Single Family Residential,9722 11th Ave NW,Seattle,WA,98117,625000,3,2,Crown Hill,1930,6448,1954,113,,Sold,http://www.redfin.com/WA/Seattle/9722-11th-Ave-NW-98117/home/97159,NWMLS,1017170,47.70068,-122.369668
PAST SALE,October-22-2016,Single Family Residential,302 NW 73rd St,Seattle,WA,98117,390299,2,1,Seattle,840,2770,1906,125,,Sold,http://www.redfin.com/WA/Seattle/302-NW-73rd-St-98117/home/495468,NWMLS,1015429,47.681954,-122.3609179
PAST SALE,February-17-2017,Single Family Residential,7750 9th Ave NW,Seattle,WA,98117,665000,3,1.5,Ballard,1780,5640,1942,7,,Sold,http://www.redfin.com/WA/Seattle/7750-9th-Ave-NW-98117/home/498033,NWMLS,1063409,47.686628,-122.368021
PAST SALE,October-27-2016,Single Family Residential,2618 NW 67th St,Seattle,WA,98117,925000,3,2.5,Ballard,2492,4340,1907,120,,Sold,http://www.redfin.com/WA/Seattle/2618-NW-67th-St-98117/home/166641,NWMLS,1026784,47.6778437,-122.3905521
PAST SALE,September-19-2016,Single Family Residential,7535 Jones Ave NW,Seattle,WA,98117,556000,2,1,Loyal Heights,1330,4000,1929,158,,Sold,http://www.redfin.com/WA/Seattle/7535-Jones-Ave-NW-98117/home/167073,NWMLS,1012521,47.684198,-122.3867354
PAST SALE,November-17-2016,Single Family Residential,9324 26th Place NW,Seattle,WA,98117,685000,3,2,North Beach,1600,6600,1947,99,,Sold,http://www.redfin.com/WA/Seattle/9324-26th-Pl-NW-98117/home/289193,NWMLS,1033253,47.6975268,-122.3903392
PAST SALE,November-1-2016,Single Family Residential,649 NW 75th St,Seattle,WA,98117,1250000,4,3,Whittier,3200,4500,2013,115,,Sold,http://www.redfin.com/WA/Seattle/649-NW-75th-St-98117/home/495583,NWMLS,1033151,47.6830423,-122.3655091
PAST SALE,October-7-2016,Single Family Residential,8543 11th Ave NW,Seattle,WA,98117,450000,2,1.75,Crown Hill,1700,4000,1929,140,,Sold,http://www.redfin.com/WA/Seattle/8543-11th-Ave-NW-98117/home/100135,NWMLS,1004103,47.691744,-122.370729
PAST SALE,November-8-2016,Single Family Residential,1005 NW 83rd St,Seattle,WA,98117,699000,3,2.5,Whittier,2130,5450,1976,108,,Sold,http://www.redfin.com/WA/Seattle/1005-NW-83rd-St-98117/home/495884,NWMLS,1032903,47.6885877,-122.3696524
PAST SALE,October-13-2016,Single Family Residential,7011 Sycamore Ave NW,Seattle,WA,98117,1257011,4,3.75,Phinney Ridge,3060,4500,1914,134,,Sold,http://www.redfin.com/WA/Seattle/7011-Sycamore-Ave-NW-98117/home/498001,NWMLS,1018811,47.679927,-122.35874
PAST SALE,December-29-2016,Single Family Residential,7753 30th Ave NW,Seattle,WA,98117,790000,4,3,Sunset Hill,2450,5376,1920,57,,Sold,http://www.redfin.com/WA/Seattle/7753-30th-Ave-NW-98117/home/164020,NWMLS,1047954,47.6864984,-122.3959814
PAST SALE,August-31-2016,Single Family Residential,8529 13th Ave NW,Seattle,WA,98117,549950,3,1.75,Ballard,1460,4920,1923,177,,Sold,http://www.redfin.com/WA/Seattle/8529-13th-Ave-NW-98117/home/101596,NWMLS,980648,47.6915923,-122.3730126
PAST SALE,August-30-2016,Single Family Residential,9106 28th Ave NW,Seattle,WA,98117,695000,5,2.75,North Beach,2370,6720,1961,178,,Sold,http://www.redfin.com/WA/Seattle/9106-28th-Ave-NW-98117/home/289939,NWMLS,966792,47.6955124,-122.3926411
PAST SALE,September-7-2016,Single Family Residential,6737 27th Ave NW,Seattle,WA,98117,950000,4,3.75,Ballard,2440,5100,1927,170,,Sold,http://www.redfin.com/WA/Seattle/6737-27th-Ave-NW-98117/home/165998,NWMLS,1004069,47.6787845,-122.3910583
PAST SALE,October-5-2016,Single Family Residential,6528 12th Ave NW,Seattle,WA,98117,716000,3,1.75,Ballard,1750,4348,1925,142,,Sold,http://www.redfin.com/WA/Seattle/6528-12th-Ave-NW-98117/home/498550,NWMLS,1028712,47.6769215,-122.3716602
PAST SALE,October-24-2016,Single Family Residential,643 NW 81st St,Seattle,WA,98117,551000,3,1.75,Greenwood,1320,2400,1983,123,,Sold,http://www.redfin.com/WA/Seattle/643-NW-81st-St-98117/home/495287,NWMLS,1028387,47.6874542,-122.3652416
PAST SALE,January-6-2017,Single Family Residential,1474 NW 92nd St,Seattle,WA,98117,750000,4,2,Crown Hill,3047,9180,1947,49,,Sold,http://www.redfin.com/WA/Seattle/1474-NW-92nd-St-98117/home/96586,NWMLS,1002397,47.6962469,-122.3762304
PAST SALE,December-2-2016,Single Family Residential,6718 5th Ave NW,Seattle,WA,98117,1400000,5,3.75,Phinney Ridge,3170,3750,2016,84,,Sold,http://www.redfin.com/WA/Seattle/6718-5th-Ave-NW-98117/home/495233,NWMLS,1044760,47.6783903,-122.3622206
PAST SALE,November-1-2016,Single Family Residential,7022 12th Ave NW,Seattle,WA,98117,900000,4,2.5,Ballard,2040,5000,1925,115,,Sold,http://www.redfin.com/WA/Seattle/7022-12th-Ave-NW-98117/home/496015,NWMLS,1031566,47.6802859,-122.3711847
PAST SALE,October-31-2016,Single Family Residential,8321 30th Ave NW,Seattle,WA,98117,611000,3,1.25,Loyal Heights,1760,4000,1946,116,,Sold,http://www.redfin.com/WA/Seattle/8321-30th-Ave-NW-98117/home/163664,NWMLS,1025906,47.6893276,-122.3960071
PAST SALE,December-29-2016,Single Family Residential,9042 Dibble Ave NW,Seattle,WA,98117,650000,5,2,Crown Hill,2320,7425,1930,57,,Sold,http://www.redfin.com/WA/Seattle/9042-Dibble-Ave-NW-98117/home/100210,NWMLS,1053430,47.6955502,-122.3670594
PAST SALE,November-18-2016,Single Family Residential,6748 Earl Ave NW,Seattle,WA,98117,885000,4,3,Loyal Heights,2450,4080,1909,98,,Sold,http://www.redfin.com/WA/Seattle/6748-Earl-Ave-NW-98117/home/165984,NWMLS,1047584,47.679053,-122.391563
PAST SALE,August-29-2016,Single Family Residential,6536 37th Ave NW,Seattle,WA,98107,1700000,4,3.5,Sunset Hill,3767,5025,2016,179,,Sold,http://www.redfin.com/WA/Seattle/6536-37th-Ave-SW-98126/home/468450,NWMLS,916154,47.67680903,-122.4049783
PAST SALE,December-1-2016,Single Family Residential,8519 12th Ave NW,Seattle,WA,98117,526000,2,1,Crown Hill,2160,6650,1916,85,,Sold,http://www.redfin.com/WA/Seattle/8519-12th-Ave-NW-98117/home/100156,NWMLS,1048830,47.691274,-122.37183
PAST SALE,October-17-2016,Single Family Residential,8701 Dibble Ave NW,Seattle,WA,98117,580000,3,1.75,Crown Hill,1680,5000,1928,130,,Sold,http://www.redfin.com/WA/Seattle/8701-Dibble-Ave-NW-98117/home/100880,NWMLS,980726,47.6922964,-122.367471
PAST SALE,February-15-2017,Single Family Residential,6707 34th Ave NW,Seattle,WA,98117,900000,2,1.75,Sunset Hill,2100,3864,1923,9,,Sold,http://www.redfin.com/WA/Seattle/6707-34th-Ave-NW-98117/home/290161,NWMLS,1074923,47.677296,-122.401417
PAST SALE,November-7-2016,Single Family Residential,7314 21st Ave NW,Seattle,WA,98117,821000,3,2.5,Loyal Heights,2270,4080,1931,109,,Sold,http://www.redfin.com/WA/Seattle/7314-21st-Ave-NW-98117/home/166635,NWMLS,1030524,47.6818466,-122.3829633
PAST SALE,September-22-2016,Single Family Residential,6731 Sycamore Ave NW,Seattle,WA,98117,725000,3,1,Phinney Ridge,2120,5000,1928,155,,Sold,http://www.redfin.com/WA/Seattle/6731-Sycamore-Ave-NW-98117/home/497767,NWMLS,1012280,47.678738,-122.358748
PAST SALE,November-29-2016,Single Family Residential,303 NW 90th St,Seattle,WA,98117,611000,5,2,Greenwood,2260,7200,1956,87,,Sold,http://www.redfin.com/WA/Seattle/303-NW-90th-St-98117/home/101102,NWMLS,1037894,47.694045,-122.3609819
PAST SALE,December-13-2016,Single Family Residential,7322 28th Ave NW,Seattle,WA,98117,642500,4,1.75,Ballard,2680,4040,1910,73,,Sold,http://www.redfin.com/WA/Seattle/7322-28th-Ave-NW-98117/home/166775,NWMLS,1037200,47.6819863,-122.3926704
PAST SALE,January-19-2017,Single Family Residential,2837 NW 70th St,Seattle,WA,98117,1515000,5,3.75,Sunset Hill,3968,5000,2016,36,,Sold,http://www.redfin.com/WA/Seattle/2837-NW-70th-St-98117/home/163505,NWMLS,1054833,47.679234,-122.394654
PAST SALE,February-16-2017,Single Family Residential,7703 Mary Ave NW,Seattle,WA,98117,736000,3,1.75,Whittier,1840,5764,1950,8,,Sold,http://www.redfin.com/WA/Seattle/7703-Mary-Ave-NW-98117/home/497128,NWMLS,1036819,47.685226,-122.375764
PAST SALE,September-7-2016,Single Family Residential,7727 33rd Ave NW,Seattle,WA,98117,1750000,4,3.5,Sunset Hill,4260,10000,1937,170,,Sold,http://www.redfin.com/WA/Seattle/7727-33rd-Ave-NW-98117/home/290430,NWMLS,957548,47.6857636,-122.4000375
PAST SALE,October-14-2016,Single Family Residential,8027 26th Ave NW,Seattle,WA,98117,719000,3,1.75,Loyal Heights,1640,3880,1925,133,,Sold,http://www.redfin.com/WA/Seattle/8027-26th-Ave-NW-98117/home/165914,NWMLS,1024402,47.6875951,-122.3900617
PAST SALE,December-6-2016,Single Family Residential,6728 4th Ave NW,Seattle,WA,98117,1100000,4,2.5,Phinney Ridge,2783,5000,2013,80,,Sold,http://www.redfin.com/WA/Seattle/6728-4th-Ave-NW-98117/home/497036,NWMLS,1037132,47.6785911,-122.3612322
PAST SALE,January-23-2017,Single Family Residential,625 NW 74th St,Seattle,WA,98117,800000,4,1.75,Phinney Ridge,2500,5000,1929,32,,Sold,http://www.redfin.com/WA/Seattle/625-NW-74th-St-98117/home/496106,NWMLS,1058725,47.6823008,-122.364542
PAST SALE,October-21-2016,Single Family Residential,8318 24th Ave NW,Seattle,WA,98117,535000,2,1,Loyal Heights,1230,4559,1941,126,,Sold,http://www.redfin.com/WA/Seattle/8318-24th-Ave-NW-98117/home/165817,NWMLS,1029447,47.6892873,-122.3872374
PAST SALE,November-14-2016,Single Family Residential,2137 NW 99th St,Seattle,WA,98117,900000,3,2,North Beach,3080,5408,1951,102,,Sold,http://www.redfin.com/WA/Seattle/2137-NW-99th-St-98117/home/289025,NWMLS,1034807,47.700975,-122.38466
PAST SALE,October-31-2016,Single Family Residential,9257 9th Ave NW,Seattle,WA,98117,425000,2,1,Crown Hill,1720,6295,1954,116,,Sold,http://www.redfin.com/WA/Seattle/9257-9th-Ave-NW-98117/home/100735,NWMLS,1031167,47.6977059,-122.369058
PAST SALE,December-30-2016,Single Family Residential,657 NW 80th St,Seattle,WA,98117,812500,4,2,Ballard,2370,4888,1926,56,,Sold,http://www.redfin.com/WA/Seattle/657-NW-80th-St-98117/home/498396,NWMLS,1050146,47.686708,-122.365775
PAST SALE,December-7-2016,Single Family Residential,7524 12th Ave NW,Seattle,WA,98117,600000,3,1.5,Whittier,1100,5000,1914,79,,Sold,http://www.redfin.com/WA/Seattle/7524-12th-Ave-NW-98117/home/496873,NWMLS,1040384,47.683963,-122.371125
PAST SALE,February-17-2017,Single Family Residential,6543 17th Ave NW,Seattle,WA,98117,984000,3,2.5,Ballard,2150,3060,1907,7,,Sold,http://www.redfin.com/WA/Seattle/6543-17th-Ave-NW-98117/home/165203,NWMLS,1059344,47.677122,-122.379236
PAST SALE,October-21-2016,Single Family Residential,1741 NW 99th St,Seattle,WA,98117,1015000,4,3.25,North Beach,2220,4664,1987,126,,Sold,http://www.redfin.com/WA/Seattle/1741-NW-99th-St-98117/home/289814,NWMLS,1025193,47.7010382,-122.3802521
PAST SALE,October-3-2016,Single Family Residential,2503 NW 91st St,Seattle,WA,98117,900000,3,2.5,North Beach,2140,2933,2016,144,,Sold,http://www.redfin.com/WA/Seattle/2503-NW-91st-St-98117/home/103506853,NWMLS,1023373,47.6951807,-122.3891637
PAST SALE,December-9-2016,Single Family Residential,211 NW 97th St,Seattle,WA,98117,775000,7,3,Greenwood,3042,6350,2004,77,,Sold,http://www.redfin.com/WA/Seattle/211-NW-97th-St-98117/home/101505,NWMLS,1019016,47.699514,-122.359796
PAST SALE,December-8-2016,Single Family Residential,8737 1st Ave NW,Seattle,WA,98117,381500,2,1,Crown Hill,1210,6350,1910,78,,Sold,http://www.redfin.com/WA/Seattle/8737-1st-Ave-NW-98117/home/100606,NWMLS,975363,47.693549,-122.358394
PAST SALE,December-7-2016,Single Family Residential,7314 25th Ave NW,Seattle,WA,98117,975000,3,2.25,Loyal Heights,2190,5356,1905,79,,Sold,http://www.redfin.com/WA/Seattle/7314-25th-Ave-NW-98117/home/164580,NWMLS,1043347,47.681764,-122.388397
PAST SALE,November-23-2016,Single Family Residential,7514 Earl Ave NW,Seattle,WA,98117,597312,4,1,Ballard,2070,3880,1931,93,,Sold,http://www.redfin.com/WA/Seattle/7514-Earl-Ave-NW-98117/home/163400,NWMLS,1043686,47.6836063,-122.391627
PAST SALE,January-5-2017,Single Family Residential,7717 11th Ave NW,Seattle,WA,98117,670000,2,2,Whittier,1440,5000,1925,50,,Sold,http://www.redfin.com/WA/Seattle/7717-11th-Ave-NW-98117/home/497125,NWMLS,1056002,47.6856627,-122.3706365
PAST SALE,February-13-2017,Single Family Residential,621 NW 86th St,Seattle,WA,98117,700000,3,1.75,Greenwood,1147,4650,1920,11,,Sold,http://www.redfin.com/WA/Seattle/621-NW-86th-St-98117/home/100328,NWMLS,1063879,47.691158,-122.364354
PAST SALE,November-28-2016,Single Family Residential,6552 10th Ave NW,Seattle,WA,98117,700000,2,2.5,Ballard,1790,5000,1980,88,,Sold,http://www.redfin.com/WA/Seattle/6552-10th-Ave-NW-98117/home/497670,NWMLS,1041737,47.6775004,-122.3695008
PAST SALE,December-15-2016,Single Family Residential,2519 NW North Beach Dr,Seattle,WA,98117,665000,4,2.75,North Beach,2080,8153,1946,71,,Sold,http://www.redfin.com/WA/Seattle/2519-NW-North-Beach-Dr-98117/home/289189,NWMLS,1045719,47.700344,-122.389408
PAST SALE,October-21-2016,Single Family Residential,153 NW 74th St,Seattle,WA,98117,670000,3,1.75,Phinney Ridge,1270,4000,1904,126,,Sold,http://www.redfin.com/WA/Seattle/153-NW-74th-St-98117/home/498407,NWMLS,1028393,47.682318,-122.360291
PAST SALE,September-9-2016,Single Family Residential,136 NW 77th St,Seattle,WA,98117,649000,4,1.75,Phinney Ridge,1770,3605,1916,168,,Sold,http://www.redfin.com/WA/Seattle/136-NW-77th-St-98117/home/497312,NWMLS,975354,47.6849573,-122.3596209
PAST SALE,December-16-2016,Single Family Residential,2417 NW 77th St,Seattle,WA,98117,650000,4,2,Loyal Heights,2200,4000,1962,70,,Sold,http://www.redfin.com/WA/Seattle/2417-NW-77th-St-98117/home/164528,NWMLS,1041462,47.6848522,-122.388381
PAST SALE,September-20-2016,Single Family Residential,6711 1st Ave NW,Seattle,WA,98117,880000,4,2,Phinney Ridge,2460,5000,1912,157,,Sold,http://www.redfin.com/WA/Seattle/6711-1st-Ave-NW-98117/home/495191,NWMLS,1014390,47.6782169,-122.3576679
PAST SALE,November-29-2016,Single Family Residential,6744 11th Ave NW,Seattle,WA,98117,709000,2,1.75,Ballard,1820,3638,1913,87,,Sold,http://www.redfin.com/WA/Seattle/6744-11th-Ave-NW-98117/home/497790,NWMLS,1028071,47.679051,-122.370572
PAST SALE,October-20-2016,Single Family Residential,1420 NW 83rd St,Seattle,WA,98117,520000,2,1,Crown Hill,1170,5650,1905,127,,Sold,http://www.redfin.com/WA/Seattle/1420-NW-83rd-St-98117/home/498245,NWMLS,1019672,47.6889474,-122.3749847
PAST SALE,November-29-2016,Single Family Residential,1012 NW 70th St,Seattle,WA,98117,725000,3,1.75,Ballard,1953,2875,1928,87,,Sold,http://www.redfin.com/WA/Seattle/1012-NW-70th-St-98117/home/498610,NWMLS,1036121,47.6796963,-122.369994
PAST SALE,September-2-2016,Single Family Residential,9012 Dibble Ave NW,Seattle,WA,98117,539325,3,1,Crown Hill,1360,5445,1929,175,,Sold,http://www.redfin.com/WA/Seattle/9012-Dibble-Ave-NW-98117/home/100343,NWMLS,966768,47.6946632,-122.3670736
PAST SALE,September-8-2016,Single Family Residential,6705 Alonzo Ave NW,Seattle,WA,98117,798500,3,3,Ballard,1801,2063,2016,169,,Sold,http://www.redfin.com/WA/Seattle/6705-Alonzo-Ave-NW-98117/home/497657,NWMLS,953402,47.678084,-122.375448
PAST SALE,January-27-2017,Single Family Residential,7555 22nd Ave NW,Seattle,WA,98117,720000,4,1.75,Loyal Heights,2300,4000,1952,28,,Sold,http://www.redfin.com/WA/Seattle/7555-22nd-Ave-NW-98117/home/163111,NWMLS,1049049,47.6847633,-122.3845977
PAST SALE,October-26-2016,Single Family Residential,314 NW 80th St,Seattle,WA,98117,700000,3,3.25,Greenwood,1650,4800,1913,121,,Sold,http://www.redfin.com/WA/Seattle/314-NW-80th-St-98117/home/497764,NWMLS,1010474,47.687151,-122.361382
PAST SALE,December-16-2016,Single Family Residential,9024 14th Ave NW,Seattle,WA,98117,596000,4,3,Crown Hill,2090,5440,1938,70,,Sold,http://www.redfin.com/WA/Seattle/9024-14th-Ave-NW-98117/home/100704,NWMLS,1019868,47.695047,-122.373708
PAST SALE,December-1-2016,Single Family Residential,9537 12th Ave NW,Seattle,WA,98117,570000,4,2,Crown Hill,1990,7350,1941,85,,Sold,http://www.redfin.com/WA/Seattle/9537-12th-Ave-NW-98117/home/96893,NWMLS,1045400,47.6989934,-122.3716553
PAST SALE,November-1-2016,Single Family Residential,710 NW 90th St,Seattle,WA,98117,435000,1,1,Ballard,580,5850,1916,115,,Sold,http://www.redfin.com/WA/Seattle/710-NW-90th-St-98117/home/101225,NWMLS,1014853,47.694499,-122.365216
PAST SALE,October-11-2016,Single Family Residential,6729 Alonzo Ave NW,Seattle,WA,98117,617000,3,1.5,Ballard,2420,2891,1906,136,,Sold,http://www.redfin.com/WA/Seattle/6729-Alonzo-Ave-NW-98117/home/108303601,NWMLS,975929,47.6786412,-122.3751469
PAST SALE,September-8-2016,Single Family Residential,353 NW 74th St,Seattle,WA,98117,735000,2,1.5,Ballard,1060,3200,1906,169,,Sold,http://www.redfin.com/WA/Seattle/353-NW-74th-St-98117/home/495932,NWMLS,1003866,47.6823567,-122.3629074
PAST SALE,October-26-2016,Single Family Residential,117 NW 82nd St,Seattle,WA,98117,737000,4,2,Greenwood,2040,3840,1956,121,,Sold,http://www.redfin.com/WA/Seattle/117-NW-82nd-St-98117/home/498689,NWMLS,1025153,47.688172,-122.358823
PAST SALE,January-20-2017,Single Family Residential,3412 NW 65th St,Seattle,WA,98117,715000,3,2.25,Sunset Hill,2030,3250,1906,35,,Sold,http://www.redfin.com/WA/Seattle/3412-NW-65th-St-98117/home/290460,NWMLS,1052566,47.675981,-122.4016238
PAST SALE,December-16-2016,Single Family Residential,8017 13th Ave NW,Seattle,WA,98117,725000,5,1.5,Ballard,1840,5080,1937,70,,Sold,http://www.redfin.com/WA/Seattle/8017-13th-Ave-NW-98117/home/498371,NWMLS,1048269,47.687482,-122.373138
PAST SALE,October-24-2016,Single Family Residential,6505 34th Ave NW,Seattle,WA,98117,1270000,4,3.5,Sunset Hill,3200,3600,1952,123,,Sold,http://www.redfin.com/WA/Seattle/6505-34th-Ave-NW-98117/home/290463,NWMLS,963286,47.6760655,-122.4012521
PAST SALE,February-9-2017,Single Family Residential,339 NW 79th St,Seattle,WA,98117,699000,3,1,Ballard,2110,5150,1926,15,,Sold,http://www.redfin.com/WA/Seattle/339-NW-79th-St-98117/home/496054,NWMLS,1043102,47.6860165,-122.3623862
PAST SALE,January-5-2017,Single Family Residential,9225 7th Ave NW,Seattle,WA,98117,625000,4,2.25,Greenwood,1990,6969,1920,50,,Sold,http://www.redfin.com/WA/Seattle/9225-7th-Ave-NW-98117/home/100812,NWMLS,1047857,47.696812,-122.365075
PAST SALE,January-24-2017,Single Family Residential,9524 13th Ave NW,Seattle,WA,98177,449495,2,0.75,Crown Hill,750,7208,1947,31,,Sold,http://www.redfin.com/WA/Seattle/9524-13th-Ave-NW-98117/home/96159,NWMLS,1060050,47.698684,-122.372402
PAST SALE,November-1-2016,Single Family Residential,2605 NW 97th St,Seattle,WA,98117,951000,4,2.75,North Beach,3065,13568,1942,115,,Sold,http://www.redfin.com/WA/Seattle/2605-NW-97th-St-98117/home/290045,NWMLS,1031930,47.699128,-122.390847
PAST SALE,December-2-2016,Single Family Residential,9008 9th Ave NW,Seattle,WA,98117,1100000,4,2.5,Crown Hill,2700,4672,2016,84,,Sold,http://www.redfin.com/WA/Seattle/9008-9th-Ave-NW-98117/home/99982,NWMLS,1047129,47.694553,-122.36833
PAST SALE,September-15-2016,Single Family Residential,7521 8th Ave NW,Seattle,WA,98117,475000,2,1,Ballard,1640,5700,1925,162,,Sold,http://www.redfin.com/WA/Seattle/7521-8th-Ave-NW-98117/home/496452,NWMLS,1006565,47.6839366,-122.3662961
PAST SALE,December-14-2016,Single Family Residential,148 NW 81st St,Seattle,WA,98103,635000,4,2,Greenwood,2240,3840,1941,72,,Sold,http://www.redfin.com/WA/Seattle/148-NW-81st-St-98117/home/497222,NWMLS,1047403,47.687876,-122.360123
PAST SALE,September-2-2016,Single Family Residential,7703 11th Ave NW,Seattle,WA,98117,625000,3,1.5,Ballard,1540,5930,1908,175,,Sold,http://www.redfin.com/WA/Seattle/7703-11th-Ave-NW-98117/home/498585,NWMLS,1004318,47.685244,-122.370721
PAST SALE,December-7-2016,Single Family Residential,8735 1st Ave NW,Seattle,WA,98117,381500,2,1,Crown Hill,870,6350,1936,79,,Sold,http://www.redfin.com/WA/Seattle/8735-1st-Ave-NW-98117/home/100365,NWMLS,975378,47.6934066,-122.3582436
PAST SALE,October-24-2016,Single Family Residential,7023 8th Ave NW,Seattle,WA,98117,557000,3,1,Whittier,2040,3780,1928,123,,Sold,http://www.redfin.com/WA/Seattle/7023-8th-Ave-NW-98117/home/497166,NWMLS,980731,47.680265,-122.366429
PAST SALE,December-9-2016,Single Family Residential,2008 NW 86th St,Seattle,WA,98117,784500,3,1.75,Olympic Manor,1850,11422,1955,77,,Sold,http://www.redfin.com/WA/Seattle/2008-NW-86th-St-98117/home/289855,NWMLS,1045692,47.691087,-122.382452
PAST SALE,December-9-2016,Single Family Residential,7301 Earl Ave NW,Seattle,WA,98117,745000,3,2,Loyal Heights,2160,3880,1951,77,,Sold,http://www.redfin.com/WA/Seattle/7301-Earl-Ave-NW-98117/home/164278,NWMLS,1035440,47.681438,-122.392227
PAST SALE,February-14-2017,Single Family Residential,7042 18th Ave NW,Seattle,WA,98117,770300,3,2,Loyal Heights,1640,5100,1930,10,,Sold,http://www.redfin.com/WA/Seattle/7042-18th-Ave-NW-98117/home/164684,NWMLS,1064686,47.680768,-122.379665
PAST SALE,February-7-2017,Single Family Residential,109 NW 83rd St,Seattle,WA,98117,478000,4,2.25,Greenwood,2390,3840,1912,17,,Sold,http://www.redfin.com/WA/Seattle/109-NW-83rd-St-98117/home/495112,NWMLS,1065067,47.6888986,-122.3585026
